Neighborhood names,Ward,"Zillow link (boundary is text after ""customRegionId""%3A"""")",Number of listings for rent,Median monthly rent,"Number of listings for rent that are affordable at 100% of 2023 AMI (monthly rent up to $1862, based on 30% of $74,474)","Number of listings for rent that are affordable at 60% of 2023 AMI (monthly rent up to $1117, based on 60% of 30% of $74,474)",Number of Rental Listings: Studio,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: Studio (rent <=$1260),Number of Rental Listings: 1 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 1 bedroom (rent <=$1350),Number of Rental Listings: 2 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 2 bedroom (rent <=$1620),Number of Rental Listings: 3 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 3 bedroom (rent <=$1870),Number of Rental Listings: 4 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 4 bedroom (rent <=$2086),Number of Rental Listings: 5 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 5 bedroom (rent <=$2302),Number of listings for sale,Median for sale price,Median for sale monthly payment with no money down and any credit score,"Number of listings for sale that are affordable at 100% of 2023 AMI (monthly payment up to $1862, based on 30% of $74,474)","Number of listings for sale that are affordable at 60% of 2023 AMI (monthly payment up to $1117, based on 60% of 30% of $74,474)",Number of For Sale Listings: Studio,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: Studio (monthly payment <=$1260),Number of For Sale Listings: 1 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 1 bedroom (monthly payment <=$1350),Number of For Sale Listings: 2 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 2 bedroom (monthly payment <=$1620),Number of For Sale Listings: 3 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 3 bedroom (monthly payment <=$1870),Number of For Sale Listings: 4 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 4 bedroom (monthly payment <=$2086),Number of For Sale Listings: 5 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 5 bedroom (monthly payment <=$2302),"Total rental listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)",Total rental listings with 0-5 bedrooms,"% of rental listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)","% of listings for rent that are affordable at 100% of 2023 AMI (monthly rent up to $1862, based on 30% of $74,474)","% of listings for rent that are affordable at 60% of 2023 AMI (monthly rent up to $1117, based on 60% of 30% of $74,474)","Total for sale listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)",Total for sale listings with 0-5 bedrooms,"% of for sale listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)","% of listings for sale that are affordable at 100% of 2023 AMI (monthly rent up to $1862, based on 30% of $74,474)","% of listings for sale that are affordable at 60% of 2023 AMI (monthly rent up to $1117, based on 60% of 30% of $74,474)","Total rental and for sale listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)",Total rental and for sale listings with 0-5 bedrooms,"% of rental and for sale listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)","% of listings for rent and for sale that are affordable at 100% of 2023 AMI (monthly rent up to $1862, based on 30% of $74,474)","% of listings for rent and for sale that are affordable at 60% of 2023 AMI (monthly rent up to $1117, based on 60% of 30% of $74,474)",Additional metrics:,Rental average bedroom count,Rental average bedroom count in units affordable at 60% AMI based on 2025 ARO rent limit for each unit size,Difference between total rental units listed and number of 0+1+2+3+4+5 br units,For sale average bedroom count,For sale average bedroom count in units affordable at 60% AMI based on 2025 ARO rent limit for each unit size,Difference between total for sale units listed and number of 0+1+2+3+4+5 br units,Zillow ratio of rental listings to total (rental plus for sale) listings,Original AHIL data: Average Rent from zip codes (2025),Original AHIL data: Average Home Price from zip codes (2025),Affordability rank - % of listings for rent that are affordable at 100% of 2023 AMI,Affordability rank - % of rental listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms,Affordability rank - Median monthly rent in late July 2025,Affordability rank - AHIL average rent from zip codes (2025),Affordability rank - % of listings for sale that are affordable at 100% of 2023 AMI,Affordability rank - % of for sale listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms,Affordability rank - median for sale price in late July 2025,Affordability rank - AHIL average home price from zip codes (2025),Affordability rank - % of rental and for sale listings affordable at 60% of AMI based on 2025 ARO rent limit for each number of bedrooms,Average affordability rank,Difference between AHIL rent rank and new rank,Notes and references:,https://www.chicago.gov/content/dam/city/sites/affordable-requirements-ordinance/2025%20Income%20and%20Rent%20Limits.pdf,https://data.cityofchicago.org/Facilities-Geographic-Boundaries/Boundaries-Wards-2023-Map/cdf7-bgn3,Created hand drawn boundaries for each ward.,Manually determined medians using website's price filters.,"Used the rent limits that assume landlords pay utilities, so this makes areas where landlords don't pay utilities (ie non downtown areas) look more affordable than they are.","All data is from Zillow, 7/25-27/2025",Excluded land/empty lots but not multifamily buildings (generally multifamily buildings for sale have >5 bedrooms anyway),Excluded rentals that are just a room.
"West Garfield Park, Tri-Taylor, Near West Side",28,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.77065689443498%2C%22east%22%3A-87.6211398351088%2C%22south%22%3A41.82844339584815%2C%22north%22%3A41.932862696977395%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22486a568759X1-CR1o6rv7d36xwbu_1en9nf%22%7D,281,2239,92,11,25,3,50,8,86,25,91,16,26,16,3,2,70,"377,500",3500,6,4,0,0,1,0,7,1,10,1,8,1,12,2,70,281,24.91%,32.74%,3.91%,5,38,13.16%,8.57%,5.71%,75,319,23.51%,27.92%,4.27%,,2.185053381,2.571428571,0,3.605263158,3.8,32,80.06%,1762,"274,107",40,22,41,31,22,16,21,22,22,26.33333333,-9,,,,,,,,,
"Galewood, Austin, The Island",29,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.8313905501267%2C%22east%22%3A-87.72032563923803%2C%22south%22%3A41.8556225935626%2C%22north%22%3A41.948891038017656%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2234cd9687c6X1-CR1ifagax1a7myw_wqir6%22%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22%22%7D,137,1700,89,19,7,7,26,21,56,27,37,18,8,4,2,0,43,"400,000",3660,3,0,0,0,0,0,3,0,10,2,10,1,11,0,77,136,56.62%,64.96%,13.87%,3,34,8.82%,6.98%,0.00%,80,170,47.06%,51.11%,10.56%,,2.139705882,1.883116883,1,3.852941176,3.333333333,9,76.11%,1423,"263,225",16,14,19,8,26,20,28,19,15,18.33333333,7,,,,,,,,,
"Irving Park, Belmont Craigin, Belmont Central, Portage Park",30,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.81702637979588%2C%22east%22%3A-87.69137025186619%2C%22south%22%3A41.884316034624085%2C%22north%22%3A41.9886440598366%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%223529f687c7X1-CR1if92ez4jkc94_wqir6%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A13%7D,118,1850,60,2,8,4,30,6,53,13,25,3,2,0,0,0,54,"594,500",5440,2,0,0,0,1,0,6,0,12,0,19,0,7,0,26,118,22.03%,50.85%,1.69%,0,45,0.00%,3.70%,0.00%,26,163,15.95%,36.05%,1.16%,,1.855932203,1.576923077,0,3.555555556,#DIV/0!,9,68.60%,1587,"368,101",28,25,28,23,36,37,42,39,28,31.77777778,5,,,,,,,,,
"Hermosa, Craigin, Belmont Gardens",31,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.77679219485785%2C%22east%22%3A-87.713964130893%2C%22south%22%3A41.90357210563234%2C%22north%22%3A41.95574171286587%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%2232cc1687c7X1-CR36159iky55xl_15ecy9%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,105,1685,67,1,6,2,37,11,45,15,14,2,3,0,0,0,35,"549,900",5030,2,0,0,0,1,1,4,0,2,0,10,0,6,0,30,105,28.57%,63.81%,0.95%,1,23,4.35%,5.71%,0.00%,31,128,24.22%,49.29%,0.71%,,1.723809524,1.566666667,0,3.695652174,1,12,75.00%,1559,"341,322",18,21,17,21,30,24,38,33,21,24.77777778,0,,,,,,,,,
"Bucktown, Wicker Park, Roscoe Village",32,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.82199862460416%2C%22east%22%3A-87.621154813569%2C%22south%22%3A41.87276241395649%2C%22north%22%3A41.977236936790135%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22557666873eX1-CR1nfe09x0ulzcd_v9569%22%7D,310,2800,32,1,19,4,67,1,126,1,82,0,13,0,2,0,106,"962,500",9050,0,0,0,0,5,0,24,0,31,0,16,0,6,0,6,309,1.94%,10.32%,0.32%,0,82,0.00%,0.00%,0.00%,6,391,1.53%,7.69%,0.24%,,2.029126214,0.5,1,2.926829268,#DIV/0!,24,74.52%,2246,"510,879",47,43,48,44,46,37,50,48,43,45.11111111,-1,,,,,,,,,
"Albany Park, Irving Park",33,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.73938580811301%2C%22east%22%3A-87.67655774414817%2C%22south%22%3A41.931992910610056%2C%22north%22%3A41.98413927771007%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%2261b2c687c8X1-CR16tdjyywedcrt_1745wd%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,227,1795,133,10,28,14,46,6,105,15,41,3,7,0,0,0,52,"549,900",5030,2,0,0,0,1,1,19,0,5,0,11,0,5,0,38,227,16.74%,58.59%,4.41%,1,41,2.44%,3.85%,0.00%,39,268,14.55%,48.39%,3.58%,,1.792951542,1.184210526,0,3,1,11,81.36%,1826,"443,772",21,31,22,35,35,29,37,46,30,31.77777778,-5,,,,,,,,,
"West Loop, Loop, UIC",34,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.67214583300007%2C%22east%22%3A-87.61652754686726%2C%22south%22%3A41.84991758512707%2C%22north%22%3A41.90890223236486%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2283d9a68847X1-CR18t77bdszp2p8_1dbibj%22%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22mapZoom%22%3A14%7D,1270,2797,73,1,282,1,617,0,286,0,69,2,16,8,0,0,233,"425,000",4600,2,0,1,0,81,0,109,0,28,0,12,0,2,0,11,1270,0.87%,5.75%,0.08%,0,233,0.00%,0.86%,0.00%,11,1503,0.73%,4.99%,0.07%,,1.149606299,3.454545455,0,1.892703863,#DIV/0!,0,84.50%,2546,"341,683",49,46,47,47,43,37,30,34,47,42.22222222,0,,,,,,,,,
"Logan Square, Avondale",35,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.75476444696199%2C%22east%22%3A-87.65434254144441%2C%22south%22%3A41.9050721355904%2C%22north%22%3A41.957304343989925%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22287dd6873fX1-CR1g9qd9gwzj7f6_10oe5p%22%7D,346,2195,116,1,51,6,66,6,152,13,70,2,6,0,1,0,61,"650,000",6330,1,1,0,0,3,0,10,1,8,0,14,0,11,0,27,346,7.80%,33.53%,0.29%,1,46,2.17%,1.64%,1.64%,28,392,7.14%,28.75%,0.49%,,1.760115607,1.407407407,0,3.434782609,2,15,85.01%,1956,"484,824",38,39,38,40,40,30,44,47,39,39.44444444,-1,,,,,,,,,
"Grand, Ukranian Village, Hanson Park, Montclare",36,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.81700219609719%2C%22east%22%3A-87.64585580327493%2C%22south%22%3A41.88036419299237%2C%22north%22%3A41.95023737396883%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2261558687c6X1-CR16texuwt1ozqh_1745wd%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,168,2200,49,2,1,1,25,5,91,10,39,2,9,0,3,0,87,"644,000",5950,1,1,0,0,2,0,22,0,17,0,28,2,6,0,18,168,10.71%,29.17%,1.19%,2,75,2.67%,1.15%,1.15%,20,243,8.23%,19.61%,1.18%,,2.232142857,1.722222222,0,3.186666667,4,12,65.88%,1770,"364,612",42,37,40,33,42,26,43,38,37,37.55555556,4,,,,,,,,,
"Austin, West Humboldt Park",37,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.77392712173351%2C%22east%22%3A-87.71109905776866%2C%22south%22%3A41.87362512236289%2C%22north%22%3A41.9258192038376%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%2232f10687c8X1-CR362j5ghn3vwp_15ecy9%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,89,1600,67,6,3,3,9,9,44,31,19,11,11,5,2,0,71,"419,000",3840,12,2,0,0,1,1,4,2,12,2,13,4,23,3,59,88,67.05%,75.28%,6.74%,12,53,22.64%,16.90%,2.82%,71,141,50.35%,49.38%,5.00%,,2.363636364,2.101694915,1,4,3.5,18,55.63%,1471,"244,125",11,10,13,14,15,13,29,16,13,14.88888889,-1,,,,,,,,,
"Dunning, Schorsch Village",38,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.8736118040695%2C%22east%22%3A-87.73542439562223%2C%22south%22%3A41.89500474945082%2C%22north%22%3A41.99931530184456%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A13%2C%22customRegionId%22%3A%22a6901687dcX1-CRubjk1i0zigei_16lwj1%22%7D,51,2099,22,1,2,2,7,4,25,5,15,0,2,0,0,0,68,"474,000",4340,4,0,1,0,3,0,12,0,15,0,15,0,11,0,11,51,21.57%,43.14%,1.96%,0,57,0.00%,5.88%,0.00%,11,108,10.19%,21.85%,0.84%,,2.156862745,1.272727273,0,3.280701754,#DIV/0!,11,42.86%,1577,"344,429",34,27,36,22,29,37,33,35,33,31.77777778,11,,,,,,,,,
"Mayfair, North Park, Sauganash, Edgebrook",39,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.79778529454856%2C%22east%22%3A-87.68981028844505%2C%22south%22%3A41.933525855054754%2C%22north%22%3A42.03777340704317%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2288a4d6881aX1-CR56r0uogcctrk_12z9oq%22%7D,104,1800,58,0,9,5,29,2,39,4,18,1,7,0,2,0,67,"519,900",4900,4,0,0,0,4,0,19,0,9,0,14,0,7,0,12,104,11.54%,55.77%,0.00%,0,53,0.00%,5.97%,0.00%,12,157,7.64%,36.26%,0.00%,,1.913461538,1.083333333,0,3.018867925,#DIV/0!,14,60.82%,1766,"420,435",23,35,25,32,28,37,36,44,38,33.11111111,6,,,,,,,,,
"Andersonville, Ravenswood",40,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.73375560094505%2C%22east%22%3A-87.63350535680442%2C%22south%22%3A41.95867827466782%2C%22north%22%3A42.011312997439155%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2291ac36881bX1-CR1uz5awwisooq9_rl3qf%22%7D,209,1925,102,2,18,9,65,9,84,5,40,0,2,0,0,0,51,"325,000",3210,9,0,0,0,7,0,18,1,10,2,7,0,4,0,23,209,11.00%,48.80%,0.96%,3,46,6.52%,17.65%,0.00%,26,255,10.20%,42.69%,0.77%,,1.727272727,0.8260869565,0,2.630434783,2.666666667,5,80.38%,1704,"328,835",30,36,32,28,13,22,18,32,32,27,4,,,,,,,,,
"O'Hare, Norwood Park, Edison Park",41,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.93769839267057%2C%22east%22%3A-87.73685458163541%2C%22south%22%3A41.93185368572409%2C%22north%22%3A42.036231470215405%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%222814f6873fX1-CR1g9rr5etu6kia_10oe5p%22%7D,202,1733,112,0,11,0,88,0,81,1,19,0,1,0,2,0,70,"464,000",4250,4,1,1,1,5,0,16,0,20,0,14,0,8,0,1,202,0.50%,55.45%,0.00%,1,64,1.56%,5.71%,1.43%,2,266,0.75%,42.65%,0.37%,,1.589108911,2,0,3.015625,0,6,74.26%,2464,"363,803",24,49,20,46,31,33,32,36,46,35.22222222,0,,,,,,,,,
