Neighborhood names,Ward,"Zillow link (boundary is text after ""customRegionId""%3A"""")",Number of listings for rent,Median monthly rent,"Number of listings for rent that are affordable at 100% of 2024 AMI (monthly rent up to $1948, based on 30% of $77,902 [ACS income data])","Number of listings for rent that are affordable at 60% of 2024 AMI (monthly rent up to $1169, based on 60% of 30% of $77,902)",Number of Rental Listings: Studio,Number of Rental Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: Studio (rent <=$1276),Number of Rental Listings: 1 bedroom,Number of Rental Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 1 bedroom (rent <=$1367),Number of Rental Listings: 2 bedroom,Number of Rental Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 2 bedroom (rent <=$1641),Number of Rental Listings: 3 bedroom,Number of Rental Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 3 bedroom (rent <=$1896),Number of Rental Listings: 4 bedroom,Number of Rental Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 4 bedroom (rent <=$2115),Number of Rental Listings: 5 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 5 bedroom (rent <=$2333),Number of listings for sale,Median for sale price,Median for sale monthly payment with no money down and any credit score,"Number of listings for sale that are affordable at 100% of 2024 AMI (monthly payment up to $1948, based on 30% of $77,902)","Number of listings for sale that are affordable at 60% of 2024 AMI (monthly payment up to $1169, based on 60% of 30% of $77,902)",Number of For Sale Listings: Studio,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: Studio (monthly payment <=$1276),Number of For Sale Listings: 1 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 1 bedroom (monthly payment <=$1367),Number of For Sale Listings: 2 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 2 bedroom (monthly payment <=$1641),Number of For Sale Listings: 3 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 3 bedroom (monthly payment <=$1896),Number of For Sale Listings: 4 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 4 bedroom (monthly payment <=$2115),Number of For Sale Listings: 5 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 5 bedroom (monthly payment <=$2333),"Total rental listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)",Total rental listings with 0-5 bedrooms,"% of rental listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)","% of listings for rent that are affordable at 100% of 2024 AMI (monthly rent up to $1948, based on 30% of $77,902 [ACS income data])","% of listings for rent that are affordable at 60% of 2024 AMI (monthly rent up to $1169, based on 60% of 30% of $77,902)","Total for sale listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)",Total for sale listings with 0-5 bedrooms,"% of for sale listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)","% of listings for sale that are affordable at 100% of 2024 AMI (monthly rent up to $1948, based on 30% of $77,902 [ACS income data])","% of listings for sale that are affordable at 60% of 2024 AMI (monthly rent up to $1169, based on 60% of 30% of $77,902)","Total rental and for sale listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)",Total rental and for sale listings with 0-5 bedrooms,"% of rental and for sale listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)","% of listings for rent and for sale that are affordable at 100% of 2024 AMI (monthly rent up to $1948, based on 30% of $77,902 [ACS income data])","% of listings for rent and for sale that are affordable at 60% of 2024 AMI (monthly rent up to $1169, based on 60% of 30% of $77,902)",Additional metrics:,Rental average bedroom count,Rental average bedroom count in units affordable at 60% AMI based on 2026 ARO rent limit for each unit size,Difference between total rental units listed and number of 0+1+2+3+4+5 br units,For sale average bedroom count,For sale average bedroom count in units affordable at 60% AMI based on 2026 ARO rent limit for each unit size,Difference between total for sale units listed and number of 0+1+2+3+4+5 br units,Zillow ratio of rental listings to total (rental plus for sale) listings,Original AHIL data: Average Rent from zip codes,Original AHIL data: Average Home Price from zip codes,Affordability rank - % of listings for rent that are affordable at 100% of 2024 AMI,Affordability rank - % of rental listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms,Affordability rank - Median monthly rent in late July 2026,Affordability rank - AHIL average rent from zip codes,Affordability rank - % of listings for sale that are affordable at 100% of 2024 AMI,Affordability rank - % of for sale listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms,Affordability rank - median for sale price in late July 2026,Affordability rank - AHIL average home price from zip codes,Affordability rank - % of rental and for sale listings affordable at 60% of AMI based on 2026 ARO rent limit for each number of bedrooms,Average affordability rank,Difference between AHIL rent rank and new rank,Notes and references:,https://www.chicago.gov/content/dam/city/sites/affordable-requirements-ordinance/2026%20Income%20and%20Rent%20Limits%20-%20final.pdf,https://data.cityofchicago.org/Facilities-Geographic-Boundaries/Boundaries-Wards-2023-Map/cdf7-bgn3,Created hand drawn boundaries for each ward.,Manually determined medians using website's price filters.,"Used the rent limits that assume landlords pay utilities, so this makes areas where landlords don't pay utilities (ie non downtown areas) look more affordable than they are.","All data is from Zillow, 7/25-28/2026",Excluded land/empty lots but not multifamily buildings (generally multifamily buildings for sale have >5 bedrooms anyway),Excluded rentals that are just a room.,Interest rates?
"Gage Park, Archer Heights",14,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.77718940352025%2C%22east%22%3A-87.64878669355932%2C%22south%22%3A41.74086914664235%2C%22north%22%3A41.845431313452536%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22fd8da68785X1-CR1sr49z6ai7dcw_xa6p4%22%7D,28,1500,19,6,4,3,7,5,8,6,7,2,2,1,0,0,32,"300,000",2747,13,7,0,0,0,0,5,4,9,5,7,3,7,0,17,28,60.71%,67.86%,21.43%,12,28,42.86%,40.63%,21.88%,29,56,51.79%,53.33%,21.67%,,1.857142857,1.588235294,0,3.571428571,2.916666667,4,46.67%,1291,"259,443",13,9,8,1,8,9,11,18,11,9.777777778,10,,,,,,,,,,
"Canaryville, Back of the Yards, Gage Park",15,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.74186799780246%2C%22east%22%3A-87.60642717138644%2C%22south%22%3A41.733798135197986%2C%22north%22%3A41.8383718267905%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A13%2C%22customRegionId%22%3A%2230730687beX1-CR1if92ez4kp5vs_wqir6%22%7D,76,1400,72,14,3,2,14,11,35,29,23,19,1,1,0,0,43,"315,000",2662,15,9,0,0,0,0,1,0,6,2,18,7,8,2,62,76,81.58%,94.74%,18.42%,11,33,33.33%,34.88%,20.93%,73,109,66.97%,73.11%,19.33%,,2.065789474,2.096774194,0,4,4,10,63.87%,1426,"215,678",1,1,1,10,10,12,14,12,3,7.111111111,-7,,,,,,,,,,
"Englewood, Chicago Lawn",16,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.70248927509837%2C%22east%22%3A-87.62541331684642%2C%22south%22%3A41.75378683114744%2C%22north%22%3A41.812860085956146%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%225c67c687bdX1-CR16tdjyyw9pujt_1745wd%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,184,1525,156,24,14,13,14,10,77,59,53,45,20,15,5,1,112,"282,500",2340,46,32,0,0,0,0,2,2,12,9,26,16,20,8,143,183,78.14%,84.78%,13.04%,35,60,58.33%,41.07%,28.57%,178,243,73.25%,68.24%,18.92%,,2.360655738,2.293706294,1,4.066666667,3.857142857,52,62.16%,1478,"155,188",4,2,9,15,7,4,10,4,1,6.222222222,-14,,,,,,,,,,
"Auburn Gresham, Marquette Park",17,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.71855919031653%2C%22east%22%3A-87.61865226892981%2C%22south%22%3A41.731321833488785%2C%22north%22%3A41.78363201792017%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%220ee5f687beX1-CRj082t72qxi7r_1064sl%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,299,1500,253,69,20,14,50,41,146,86,64,44,13,3,6,2,133,"265,000",2286,56,40,0,0,0,0,7,7,29,21,44,15,21,7,190,299,63.55%,84.62%,23.08%,50,101,49.50%,42.11%,30.08%,240,400,60.00%,71.53%,25.23%,,2.060200669,1.931578947,0,3.782178218,3.44,32,69.21%,1317,"166,665",5,8,7,2,6,6,9,6,8,6.333333333,6,,,,,,,,,,
Ashburn,18,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.76191918900798%2C%22east%22%3A-87.63351647904705%2C%22south%22%3A41.69404952983482%2C%22north%22%3A41.79868797664821%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22b1ba768786X1-CR9alhtat5by3m_14f8rh%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,71,1800,41,14,2,2,34,16,19,7,11,4,5,0,0,0,62,"307,500",2822,18,16,0,0,0,0,13,9,24,9,15,0,7,0,29,71,40.85%,57.75%,19.72%,18,59,30.51%,29.03%,25.81%,47,130,36.15%,44.36%,22.56%,,1.76056338,1.448275862,0,3.271186441,2.5,3,53.38%,2045,"234,501",18,17,17,41,11,15,13,14,16,18,-25,,,,,,,,,,
"Beverly, Morgan Park, Mount Greenwood",19,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.78244201626757%2C%22east%22%3A-87.58159820523241%2C%22south%22%3A41.64245469610181%2C%22north%22%3A41.747305196864104%7D%2C%22filterState%22%3A%7B%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A13%2C%22customRegionId%22%3A%22079c2686a2X1-CR1w7eith9vj6i5_15jz7d%22%7D,74,2000,33,1,2,0,26,3,33,2,6,0,6,1,0,0,88,"390,350",3534,14,7,0,0,2,0,13,4,29,3,31,1,10,1,6,73,8.22%,44.59%,1.35%,9,85,10.59%,15.91%,7.95%,15,158,9.49%,29.01%,4.94%,,1.835616438,1.833333333,1,3.4,2.888888889,3,45.68%,1512,"259,333",31,34,32,16,20,20,24,17,31,25,15,,,,,,,,,,
"Woodlawn, Washington Park, Back of the Yards",20,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.69672431210947%2C%22east%22%3A-87.54257239560556%2C%22south%22%3A41.73900111719442%2C%22north%22%3A41.85712042713295%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%225c3fc687bdX1-CR16texuwt7wc15_1745wd%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A13%7D,444,1850,251,33,12,9,33,10,151,79,184,72,54,18,9,3,142,"349,900",3212,39,18,0,0,0,0,12,6,30,8,34,11,15,4,191,443,43.12%,56.53%,7.43%,29,91,31.87%,27.46%,12.68%,220,534,41.20%,49.49%,8.70%,,2.591422122,2.465968586,1,3.571428571,3.448275862,51,75.77%,1538,"200,740",21,15,21,19,13,14,17,10,14,16,-5,,,,,,,,,,
"Washington Heights, West Pullman",21,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.71345817851933%2C%22east%22%3A-87.5850554685584%2C%22south%22%3A41.65744350205702%2C%22north%22%3A41.76214154002138%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22fdf4568786X1-CR1sr49z6aorj34_xa6p4%22%7D,111,1849,63,12,3,3,15,11,32,20,35,15,13,4,12,1,164,"219,450",1740,92,52,0,0,0,0,12,8,59,44,54,30,23,10,54,110,49.09%,56.76%,10.81%,92,148,62.16%,56.10%,31.71%,146,258,56.59%,56.36%,23.27%,,2.690909091,2.166666667,1,3.594594595,3.456521739,16,40.36%,1595,"182,116",20,14,20,24,3,3,4,8,9,11.66666667,-15,,,,,,,,,,
Little Village,22,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.76349603952004%2C%22east%22%3A-87.68873750985695%2C%22south%22%3A41.801064243067046%2C%22north%22%3A41.853317566017466%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%220c63c6875cX1-CR12e9y0nkjk20u_q2bjt%22%7D,43,1499,32,5,1,0,6,4,20,13,13,5,2,1,1,0,28,"366,750",3368,2,0,0,0,0,0,1,1,4,1,14,1,5,0,23,43,53.49%,74.42%,11.63%,3,24,12.50%,7.14%,0.00%,26,67,38.81%,47.89%,7.04%,,2.279069767,2.130434783,0,3.958333333,3,4,60.56%,1403,"226,658",9,12,5,6,31,18,19,13,15,14.22222222,9,,,,,,,,,,
"West Elsdon, West Lawn",23,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.81722814964644%2C%22east%22%3A-87.6888254396855%2C%22south%22%3A41.73003225156968%2C%22north%22%3A41.83461208038947%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2283cc668786X1-CR1s4jq9hfog6u_15ldqn%22%7D,31,1650,22,3,0,0,13,8,9,4,8,1,1,0,0,0,33,"399,000",3664,3,3,0,0,0,0,0,0,8,1,12,2,9,0,13,31,41.94%,70.97%,9.68%,3,29,10.34%,9.09%,9.09%,16,60,26.67%,39.06%,9.38%,,1.903225806,1.461538462,0,4.034482759,3.666666667,4,48.44%,1429,"271,204",11,16,15,11,25,21,25,21,19,18.22222222,8,,,,,,,,,,
"Lawndale, Homan Square",24,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.75843202889992%2C%22east%22%3A-87.68367349923683%2C%22south%22%3A41.83068182756683%2C%22north%22%3A41.88291097969368%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%223e25b6875aX1-CRfcaely7ubyl9_166g8p%22%7D,234,1650,163,6,5,3,23,12,88,60,90,45,26,16,2,1,84,"390,000",3030,21,11,1,0,0,0,2,2,12,8,9,2,12,3,137,234,58.55%,69.66%,2.56%,15,36,41.67%,25.00%,13.10%,152,270,56.30%,57.86%,5.35%,,2.491452991,2.452554745,0,3.777777778,3.4,48,73.58%,1424,"208,841",12,10,13,9,16,10,23,11,10,12.66666667,1,,,,,,,,,,
Pilsen,25,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.73445730373223%2C%22east%22%3A-87.62339239284356%2C%22south%22%3A41.7948087474361%2C%22north%22%3A41.88816590508303%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22346ab687c5X1-CR1ifagax1bdc7c_wqir6%22%7D,255,1900,138,0,16,1,50,1,106,31,73,13,9,1,1,0,69,"449,900",4304,5,1,0,0,8,0,16,0,15,1,12,1,5,0,47,255,18.43%,54.12%,0.00%,2,56,3.57%,7.25%,1.45%,49,311,15.76%,44.14%,0.31%,,2.047058824,2.255319149,0,2.821428571,3.5,13,78.70%,1606,"313,093",22,25,27,25,30,31,28,30,25,27,0,,,,,,,,,,
Humboldt Park,26,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.77098933295962%2C%22east%22%3A-87.67056742744204%2C%22south%22%3A41.8789905667324%2C%22north%22%3A41.93124411786962%7D%2C%22filterState%22%3A%7B%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%2227a4f6873eX1-CR1g9rr5ety8qqa_10oe5p%22%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22%22%7D,193,2200,66,4,13,2,18,3,90,12,64,4,8,0,0,0,47,"625,000",5723,1,0,0,0,0,0,5,0,8,1,8,0,5,0,21,193,10.88%,34.20%,2.07%,1,26,3.85%,2.13%,0.00%,22,219,10.05%,27.92%,1.67%,,2.186528497,1.857142857,0,3.5,3,21,80.42%,1883,"420,353",37,29,37,38,42,30,44,43,29,36.55555556,-9,,,,,,,,,,
"West Town, Goose Island, River West, East Garfield Park",27,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.73292342262026%2C%22east%22%3A-87.61421958045717%2C%22south%22%3A41.86071089812753%2C%22north%22%3A41.919749451420316%7D%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%22278d66873eX1-CR1g9qd9gx4lweq_10oe5p%22%2C%22filterState%22%3A%7B%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,1030,3033,92,3,161,3,405,8,305,11,119,11,37,15,3,0,110,"600,000",5854,3,0,1,0,15,0,28,0,26,0,20,1,6,0,48,1030,4.66%,8.93%,0.29%,1,96,1.04%,2.73%,0.00%,49,1126,4.35%,8.33%,0.26%,,1.490291262,2.5625,0,2.697916667,4,14,90.35%,2314,"364,369",46,39,49,45,41,43,42,37,39,42.33333333,-6,,,,,,,,,,
"West Garfield Park, Tri-Taylor, Near West Side",28,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.77065689443498%2C%22east%22%3A-87.6211398351088%2C%22south%22%3A41.82844339584815%2C%22north%22%3A41.932862696977395%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22486a568759X1-CR1o6rv7d36xwbu_1en9nf%22%7D,353,2000,153,24,35,5,77,22,105,32,104,34,26,9,6,3,96,"370,000",3380,18,9,0,0,1,0,12,2,12,4,10,5,5,3,105,353,29.75%,43.34%,6.80%,14,40,35.00%,18.75%,9.38%,119,393,30.28%,38.08%,7.35%,,2.076487252,2.276190476,0,3.15,3.642857143,56,78.62%,1762,"274,107",32,21,31,31,18,11,20,22,18,22.66666667,-13,,,,,,,,,,
