Neighborhood names,Ward,"Zillow link (boundary is text after ""customRegionId""%3A"""")",Number of listings for rent,Median monthly rent,"Number of listings for rent that are affordable at 100% of 2024 AMI (monthly rent up to $1948, based on 30% of $77,902 [ACS income data])","Number of listings for rent that are affordable at 60% of 2024 AMI (monthly rent up to $1169, based on 60% of 30% of $77,902)",Number of Rental Listings: Studio,Number of Rental Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: Studio (rent <=$1276),Number of Rental Listings: 1 bedroom,Number of Rental Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 1 bedroom (rent <=$1367),Number of Rental Listings: 2 bedroom,Number of Rental Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 2 bedroom (rent <=$1641),Number of Rental Listings: 3 bedroom,Number of Rental Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 3 bedroom (rent <=$1896),Number of Rental Listings: 4 bedroom,Number of Rental Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 4 bedroom (rent <=$2115),Number of Rental Listings: 5 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 5 bedroom (rent <=$2333),Number of listings for sale,Median for sale price,Median for sale monthly payment with no money down and any credit score,"Number of listings for sale that are affordable at 100% of 2024 AMI (monthly payment up to $1948, based on 30% of $77,902)","Number of listings for sale that are affordable at 60% of 2024 AMI (monthly payment up to $1169, based on 60% of 30% of $77,902)",Number of For Sale Listings: Studio,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: Studio (monthly payment <=$1276),Number of For Sale Listings: 1 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 1 bedroom (monthly payment <=$1367),Number of For Sale Listings: 2 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 2 bedroom (monthly payment <=$1641),Number of For Sale Listings: 3 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 3 bedroom (monthly payment <=$1896),Number of For Sale Listings: 4 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 4 bedroom (monthly payment <=$2115),Number of For Sale Listings: 5 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2026 ARO rent limit for this number of bedrooms: 5 bedroom (monthly payment <=$2333),"Total rental listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)",Total rental listings with 0-5 bedrooms,"% of rental listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)","% of listings for rent that are affordable at 100% of 2024 AMI (monthly rent up to $1948, based on 30% of $77,902 [ACS income data])","% of listings for rent that are affordable at 60% of 2024 AMI (monthly rent up to $1169, based on 60% of 30% of $77,902)","Total for sale listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)",Total for sale listings with 0-5 bedrooms,"% of for sale listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)","% of listings for sale that are affordable at 100% of 2024 AMI (monthly rent up to $1948, based on 30% of $77,902 [ACS income data])","% of listings for sale that are affordable at 60% of 2024 AMI (monthly rent up to $1169, based on 60% of 30% of $77,902)","Total rental and for sale listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)",Total rental and for sale listings with 0-5 bedrooms,"% of rental and for sale listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms ($1276 for studio, $1367 for 1br, $1641 for 2br, $1896 for 3br, $2115 for 4br, and $2333 for 5br)","% of listings for rent and for sale that are affordable at 100% of 2024 AMI (monthly rent up to $1948, based on 30% of $77,902 [ACS income data])","% of listings for rent and for sale that are affordable at 60% of 2024 AMI (monthly rent up to $1169, based on 60% of 30% of $77,902)",Additional metrics:,Rental average bedroom count,Rental average bedroom count in units affordable at 60% AMI based on 2026 ARO rent limit for each unit size,Difference between total rental units listed and number of 0+1+2+3+4+5 br units,For sale average bedroom count,For sale average bedroom count in units affordable at 60% AMI based on 2026 ARO rent limit for each unit size,Difference between total for sale units listed and number of 0+1+2+3+4+5 br units,Zillow ratio of rental listings to total (rental plus for sale) listings,Original AHIL data: Average Rent from zip codes,Original AHIL data: Average Home Price from zip codes,Affordability rank - % of listings for rent that are affordable at 100% of 2024 AMI,Affordability rank - % of rental listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms,Affordability rank - Median monthly rent in late July 2026,Affordability rank - AHIL average rent from zip codes,Affordability rank - % of listings for sale that are affordable at 100% of 2024 AMI,Affordability rank - % of for sale listings affordable at 60% AMI based on 2026 ARO rent limit for each number of bedrooms,Affordability rank - median for sale price in late July 2026,Affordability rank - AHIL average home price from zip codes,Affordability rank - % of rental and for sale listings affordable at 60% of AMI based on 2026 ARO rent limit for each number of bedrooms,Average affordability rank,Difference between AHIL rent rank and new rank,Notes and references:,https://www.chicago.gov/content/dam/city/sites/affordable-requirements-ordinance/2026%20Income%20and%20Rent%20Limits%20-%20final.pdf,https://data.cityofchicago.org/Facilities-Geographic-Boundaries/Boundaries-Wards-2023-Map/cdf7-bgn3,Created hand drawn boundaries for each ward.,Manually determined medians using website's price filters.,"Used the rent limits that assume landlords pay utilities, so this makes areas where landlords don't pay utilities (ie non downtown areas) look more affordable than they are.","All data is from Zillow, 7/25-28/2026",Excluded land/empty lots but not multifamily buildings (generally multifamily buildings for sale have >5 bedrooms anyway),Excluded rentals that are just a room.,Interest rates?
"Galewood, Austin, The Island",29,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.8313905501267%2C%22east%22%3A-87.72032563923803%2C%22south%22%3A41.8556225935626%2C%22north%22%3A41.948891038017656%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2234cd9687c6X1-CR1ifagax1a7myw_wqir6%22%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22%22%7D,231,1860,119,14,20,14,37,9,92,36,66,15,12,6,2,0,55,"400,000",3653,14,4,0,0,7,1,10,1,4,1,12,3,6,0,80,229,34.93%,51.52%,6.06%,6,39,15.38%,25.45%,7.27%,86,268,32.09%,46.50%,6.29%,,2.082969432,1.875,2,3,3,16,80.77%,1423,"263,225",25,19,23,8,14,16,27,19,17,18.66666667,9,,,,,,,,,,
"Irving Park, Belmont Craigin, Belmont Central, Portage Park",30,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.81702637979588%2C%22east%22%3A-87.69137025186619%2C%22south%22%3A41.884316034624085%2C%22north%22%3A41.9886440598366%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%223529f687c7X1-CR1if92ez4jkc94_wqir6%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A13%7D,105,1800,54,1,13,2,30,4,42,7,18,2,2,0,0,0,49,"529,000",4830,5,3,0,0,3,0,7,1,9,1,13,1,9,0,15,105,14.29%,51.43%,0.95%,3,41,7.32%,10.20%,6.12%,18,146,12.33%,38.31%,2.60%,,1.676190476,1.6,0,3.43902439,3,8,68.18%,1587,"368,101",26,26,19,23,24,26,32,39,26,26.77777778,3,,,,,,,,,,
"Hermosa, Craigin, Belmont Gardens",31,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.77679219485785%2C%22east%22%3A-87.713964130893%2C%22south%22%3A41.90357210563234%2C%22north%22%3A41.95574171286587%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%2232cc1687c7X1-CR36159iky55xl_15ecy9%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,136,1875,72,5,5,2,39,11,62,12,29,3,1,0,0,0,40,"533,500",4855,3,2,0,0,1,1,5,0,5,0,13,0,10,2,28,136,20.59%,52.94%,3.68%,3,34,8.82%,7.50%,5.00%,31,170,18.24%,42.61%,3.98%,,1.867647059,1.571428571,0,3.764705882,3.666666667,6,77.27%,1559,"341,322",23,23,25,21,28,23,33,33,23,25.77777778,2,,,,,,,,,,
"Bucktown, Wicker Park, Roscoe Village",32,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.82199862460416%2C%22east%22%3A-87.621154813569%2C%22south%22%3A41.87276241395649%2C%22north%22%3A41.977236936790135%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22557666873eX1-CR1nfe09x0ulzcd_v9569%22%7D,341,2950,30,2,36,4,86,0,139,1,69,0,10,0,1,0,81,"875,000",8182,0,0,0,0,1,0,26,0,22,0,9,0,5,0,5,341,1.47%,8.80%,0.59%,0,63,0.00%,0.00%,0.00%,5,404,1.24%,7.11%,0.47%,,1.806451613,0.4,0,2.857142857,#DIV/0!,18,80.81%,2246,"510,879",47,45,48,44,48,48,48,48,45,46.77777778,1,,,,,,,,,,
"Albany Park, Irving Park",33,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.73938580811301%2C%22east%22%3A-87.67655774414817%2C%22south%22%3A41.931992910610056%2C%22north%22%3A41.98413927771007%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%2261b2c687c8X1-CR16tdjyywedcrt_1745wd%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,205,1900,105,4,15,7,53,2,93,6,39,3,3,0,2,0,40,"535,000",4935,2,2,0,0,1,0,16,2,1,0,6,0,8,0,18,205,8.78%,51.22%,1.95%,2,32,6.25%,5.00%,5.00%,20,237,8.44%,43.67%,2.45%,,1.843902439,1.277777778,0,3.125,2,8,83.67%,1826,"443,772",27,33,29,35,33,28,34,46,32,33,-3,,,,,,,,,,
"West Loop, Loop, UIC",34,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.67214583300007%2C%22east%22%3A-87.61652754686726%2C%22south%22%3A41.84991758512707%2C%22north%22%3A41.90890223236486%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2283d9a68847X1-CR18t77bdszp2p8_1dbibj%22%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22mapZoom%22%3A14%7D,1409,2834,96,9,321,2,661,0,293,1,82,8,51,40,1,0,194,"467,500",4910,2,0,1,0,53,0,97,0,30,2,9,0,4,0,51,1409,3.62%,6.81%,0.64%,2,194,1.03%,1.03%,0.00%,53,1603,3.31%,6.11%,0.56%,,1.2079489,3.647058824,0,2.025773196,3,0,87.90%,2546,"341,683",48,42,46,47,44,44,29,34,42,41.77777778,-5,,,,,,,,,,
"Logan Square, Avondale",35,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.75476444696199%2C%22east%22%3A-87.65434254144441%2C%22south%22%3A41.9050721355904%2C%22north%22%3A41.957304343989925%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22287dd6873fX1-CR1g9qd9gwzj7f6_10oe5p%22%7D,261,2295,74,1,32,2,67,1,110,9,46,0,5,0,1,0,56,"766,200",6901,2,1,0,0,2,0,7,0,15,0,11,0,9,1,12,261,4.60%,28.35%,0.38%,1,44,2.27%,3.57%,1.79%,13,305,4.26%,23.97%,0.63%,,1.724137931,1.583333333,0,3.409090909,5,12,82.33%,1956,"484,824",40,41,39,40,36,33,46,47,40,40.22222222,0,,,,,,,,,,
"Grand, Ukranian Village, Hanson Park, Montclare",36,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.81700219609719%2C%22east%22%3A-87.64585580327493%2C%22south%22%3A41.88036419299237%2C%22north%22%3A41.95023737396883%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2261558687c6X1-CR16texuwt1ozqh_1745wd%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,199,2394,45,2,4,0,28,3,107,4,54,3,5,0,1,0,67,"574,900",5311,2,2,0,0,0,0,18,0,19,0,12,1,3,0,10,199,5.03%,22.61%,1.01%,1,52,1.92%,2.99%,2.99%,11,251,4.38%,17.67%,1.50%,,2.155778894,2,0,3,4,15,74.81%,1770,"364,612",42,37,41,33,40,35,39,38,38,38.11111111,5,,,,,,,,,,
"Austin, West Humboldt Park",37,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.77392712173351%2C%22east%22%3A-87.71109905776866%2C%22south%22%3A41.87362512236289%2C%22north%22%3A41.9258192038376%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%2232f10687c8X1-CR362j5ghn3vwp_15ecy9%22%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,146,1650,99,9,5,2,15,9,76,43,33,16,14,7,1,0,63,"375,000",3398,18,14,0,0,0,0,4,2,12,6,19,4,7,2,77,144,53.47%,67.81%,6.16%,14,42,33.33%,28.57%,22.22%,91,186,48.92%,55.98%,11.00%,,2.270833333,2.220779221,2,3.69047619,3.428571429,21,69.86%,1471,"244,125",14,13,14,14,12,13,21,16,12,14.33333333,-2,,,,,,,,,,
"Dunning, Schorsch Village",38,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.8736118040695%2C%22east%22%3A-87.73542439562223%2C%22south%22%3A41.89500474945082%2C%22north%22%3A41.99931530184456%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A13%2C%22customRegionId%22%3A%22a6901687dcX1-CRubjk1i0zigei_16lwj1%22%7D,73,2250,24,1,3,1,14,3,35,4,17,0,3,0,1,0,56,"552,500",4691,5,4,0,0,1,0,10,1,14,1,14,1,11,1,8,73,10.96%,32.88%,1.37%,4,50,8.00%,8.93%,7.14%,12,123,9.76%,22.48%,3.88%,,2.082191781,1.375,0,3.48,3.5,6,56.59%,1577,"344,429",38,28,38,22,26,24,38,35,30,31,8,,,,,,,,,,
"Mayfair, North Park, Sauganash, Edgebrook",39,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.79778529454856%2C%22east%22%3A-87.68981028844505%2C%22south%22%3A41.933525855054754%2C%22north%22%3A42.03777340704317%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2288a4d6881aX1-CR56r0uogcctrk_12z9oq%22%7D,119,1900,58,1,8,3,32,2,58,6,17,1,4,0,0,0,61,"575,000",5211,3,1,0,0,4,0,14,1,13,0,16,0,6,0,12,119,10.08%,48.74%,0.84%,1,53,1.89%,4.92%,1.64%,13,172,7.56%,33.89%,1.11%,,1.806722689,1.416666667,0,3.113207547,2,8,66.11%,1766,"420,435",29,31,28,32,34,36,40,44,34,34.22222222,2,,,,,,,,,,
"Andersonville, Ravenswood",40,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.73375560094505%2C%22east%22%3A-87.63350535680442%2C%22south%22%3A41.95867827466782%2C%22north%22%3A42.011312997439155%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%2291ac36881bX1-CR1uz5awwisooq9_rl3qf%22%7D,252,2113,91,0,7,1,88,1,118,2,35,0,2,0,2,0,52,"505,000",4781,11,2,1,0,8,3,13,1,9,0,6,0,6,0,4,252,1.59%,36.11%,0.00%,4,43,9.30%,21.15%,3.85%,8,295,2.71%,33.55%,0.66%,,1.773809524,1.25,0,2.674418605,1.25,9,82.89%,1704,"328,835",36,44,36,28,17,22,31,32,43,32.11111111,15,,,,,,,,,,
"O'Hare, Norwood Park, Edison Park",41,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.93769839267057%2C%22east%22%3A-87.73685458163541%2C%22south%22%3A41.93185368572409%2C%22north%22%3A42.036231470215405%7D%2C%22mapZoom%22%3A13%2C%22filterState%22%3A%7B%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%222814f6873fX1-CR1g9rr5etu6kia_10oe5p%22%7D,153,1600,112,1,16,1,69,1,53,4,11,1,3,0,0,0,60,"543,750",4983,2,1,0,0,1,0,17,1,14,0,14,0,8,0,7,152,4.61%,73.20%,0.65%,1,54,1.85%,3.33%,1.67%,8,206,3.88%,53.52%,0.94%,,1.447368421,1.714285714,1,3.203703704,2,6,71.83%,2464,"363,803",10,40,12,46,38,37,36,36,41,32.88888889,-5,,,,,,,,,,
River North,42,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.67911846517472%2C%22east%22%3A-87.58161480306535%2C%22south%22%3A41.82981844174811%2C%22north%22%3A41.94904709596673%7D%2C%22mapZoom%22%3A13%2C%22customRegionId%22%3A%223ce2768758X1-CRfcaely7tpb6l_166g8p%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%7D,1479,3195,16,0,302,0,793,0,341,0,40,0,3,0,0,0,445,"549,000",6183,2,2,26,0,143,0,163,1,90,0,15,0,3,0,0,1479,0.00%,1.08%,0.00%,1,440,0.23%,0.45%,0.45%,1,1919,0.05%,0.94%,0.10%,,1.086544963,#DIV/0!,0,1.85,2,5,76.87%,2558,"318,526",50,50,50,48,47,45,37,31,50,45.33333333,2,,,,,,,,,,
